season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,award_share,mov,mov_adj,win_loss_pct
1982,Dudley Bradley,SG,24,PHO,64,3,14.6,2,4.4,0.445,0,0.1,0.25,1.9,4.3,0.448,0.447,1.2,1.6,0.74,0.5,0.9,1.4,1.3,1.2,0.2,1.1,1.8,5.1,937,10.9,0.5,0.014,0.356,3.6,6.6,5.1,11.4,4,0.6,17.9,17.4,-0.3,1.7,1.4,0.071,-3.7,2.6,-1.1,0.2,0,3.45,3.05,0.561
1982,Brad Branson,PF,23,CLE,10,3,17.6,2.1,5.2,0.404,0,0,,2.1,5.2,0.404,0.404,1.1,1.2,0.917,1.4,1.9,3.3,0.6,0.5,0.4,1.3,1.7,5.3,176,8.4,0.463,0,0.231,8.5,13,10.6,4.6,1.4,1.3,18.5,16.5,-0.1,0.1,-0.1,-0.016,-3.1,-0.8,-3.9,-0.1,0,-8.51,-7.77,0.183
1982,Mike Bratz,PG,26,SAS,81,3,20,2.8,7,0.407,0.6,1.7,0.333,2.3,5.3,0.431,0.448,1.5,1.9,0.783,0.5,1.6,2,5.4,0.8,0.1,1.7,2.3,7.7,1616,14.2,0.495,0.244,0.269,2.7,8.4,5.5,34.2,1.9,0.4,18,19,1.5,1.2,2.7,0.081,0.6,-1,-0.3,0.7,0,2.3,1.79,0.585
1982,Jim Brewer,PF,30,LAL,71,9,13.6,1.1,2.5,0.463,0,0.1,0.167,1.1,2.4,0.473,0.466,0.1,0.3,0.368,1.5,2.2,3.7,0.6,0.5,0.6,0.5,1.8,2.4,966,10.1,0.464,0.034,0.109,12.4,17.2,14.9,4.8,1.9,2.5,16.8,9.1,0.4,1.4,1.8,0.088,-1.8,1,-0.8,0.3,0,4.87,4.37,0.695
1982,Ron Brewer,SG,26,TOT,72,45,32.2,7.9,16.6,0.477,0.1,0.4,0.258,7.8,16.2,0.482,0.48,2.9,3.6,0.812,0.8,1.5,2.2,2.6,1.1,0.4,1.7,2.1,18.8,2319,15.9,0.519,0.026,0.218,2.5,5.3,3.9,12.8,1.7,0.7,8.7,25.2,2.6,0.7,3.3,0.068,0.8,-1.1,-0.2,1,0,0,0,0.5
1982,Junior Bridgeman,SF,28,MIL,41,4,22.5,5.1,10.6,0.483,0.1,0.2,0.444,5,10.3,0.483,0.487,2.2,2.5,0.864,0.9,2.1,3,2.7,0.7,0.1,1.6,2.2,12.5,924,16,0.534,0.021,0.238,4.8,10.5,7.8,17.6,1.5,0.2,11.8,24.1,1.4,1.2,2.6,0.136,0.7,-0.5,0.3,0.5,0,5.48,5.38,0.671
1982,Allan Bristow,SF,30,DAL,82,54,24.8,2.7,6.1,0.437,0,0.2,0.167,2.6,5.9,0.447,0.44,1.6,2,0.817,1.5,2.7,4.1,5.5,0.8,0.1,2,2.7,7,2035,12.6,0.502,0.036,0.329,6.5,12.8,9.5,29.3,1.6,0.2,22.4,14.9,1.3,1.2,2.5,0.059,-0.3,-0.2,-0.5,0.8,0,-4.43,-4.48,0.341
1982,Jim Brogan,SG,23,SDC,63,19,16.3,2.6,5.8,0.453,0.1,0.5,0.281,2.5,5.3,0.47,0.466,1,1.3,0.726,1,0.9,1.9,2.5,0.8,0.2,1.3,2,6.3,1027,13,0.499,0.088,0.231,6.9,7,7,20.6,2.3,0.7,17.2,19.2,0.6,0.2,0.8,0.035,-0.2,-0.8,-1,0.3,0,-7.39,-7.05,0.207
1982,Michael Brooks,SF,23,SDC,82,73,33.5,6.5,13,0.504,0,0.1,0,6.5,12.9,0.507,0.504,2.5,3.3,0.757,2.5,5.1,7.6,2.9,1.4,0.5,2.4,3.5,15.6,2750,16.1,0.539,0.007,0.25,8.7,18.6,13.5,12.2,1.9,0.8,14.3,20.4,3.4,1.2,4.5,0.079,1,-0.7,0.2,1.5,0,-7.39,-7.05,0.207
1982,Fred Brown,SG,33,SEA,82,2,21.8,4.8,10.5,0.455,0.3,0.9,0.325,4.5,9.6,0.468,0.47,1.4,1.6,0.86,0.5,1.2,1.7,2.9,0.8,0,1.2,1.4,11.2,1785,15.2,0.501,0.089,0.149,2.6,5.8,4.3,20.1,1.9,0.1,9.5,23.6,1.7,2.2,3.9,0.104,0.3,-0.2,0.1,0.9,0,4.13,3.69,0.634
1982,Rickey Brown,C,23,GSW,82,11,15.4,2.3,5.1,0.459,0,0,,2.3,5.1,0.459,0.459,1,1.5,0.705,1.7,2.8,4.4,0.2,0.4,0.4,1,3,5.7,1260,11.2,0.498,0,0.292,11.6,20.1,15.8,2,1.4,1.3,15.1,17.8,0.4,1.4,1.8,0.068,-3.5,-1,-4.6,-0.8,0,1.04,0.8,0.549
1982,Joe Bryant,SF,27,SDC,75,49,26.5,4.5,9.3,0.486,0.1,0.4,0.267,4.4,8.9,0.496,0.492,2.6,3.3,0.785,1.1,2.6,3.7,2.5,1,0.4,2.4,3.3,11.8,1988,12.8,0.546,0.043,0.352,4.6,12,8.2,13.1,1.9,0.8,18.4,20.3,1,0.5,1.5,0.036,-1,-0.9,-2,0,0,-7.39,-7.05,0.207
1982,Quinn Buckner,PG,27,MIL,70,70,30.8,5.7,11.7,0.482,0.1,0.2,0.267,5.6,11.5,0.486,0.484,1.6,2.4,0.655,1.1,2.5,3.6,4.7,2.5,0,2.6,3.1,12.9,2156,14.4,0.506,0.018,0.204,4.3,8.9,6.6,21.4,3.9,0.1,16.7,20.5,0.7,3.9,4.6,0.103,-1.2,2.1,0.9,1.6,0,5.48,5.38,0.671
1982,Roger Burkman,SG,23,CHI,6,0,5,0,0.7,0,0,0.2,0,0,0.5,0,0,0.8,1,0.833,0.3,0.7,1,0.8,1,0.3,0.5,1,0.8,30,15.5,0.377,0.25,1.5,7.9,14.5,11.3,19.7,9.7,3.7,31.1,13.5,0,0.1,0.1,0.093,-3.9,2,-2,0.1,0,-2.02,-1.57,0.415
1982,David Burns,PG,23,TOT,9,1,9.7,0.8,1.8,0.438,0,0,,0.8,1.8,0.438,0.438,1,1.7,0.6,0.1,0.4,0.6,1.7,0.3,0,1.4,1.9,2.6,87,3.6,0.509,0,0.938,1.3,5,3.1,19.5,1.5,0,36.5,15.8,-0.2,0,-0.1,-0.071,-4.5,-0.5,-5,-0.1,0,0,0,0.5
1982,Don Buse,PG,31,IND,82,78,30.8,3.8,8.4,0.455,0.9,2.3,0.386,2.9,6,0.482,0.509,1.2,1.5,0.813,0.6,2.2,2.7,5,2,0.3,1.2,2.1,9.7,2529,14.8,0.539,0.276,0.18,1.9,7.8,4.8,22.5,3.2,0.6,11.4,13.7,3.7,3.4,7.1,0.135,0.3,2.3,2.6,2.9,0,-1.87,-1.49,0.427
1982,Kenny Carr,PF,26,TOT,74,48,26,4.7,9.4,0.503,0,0.1,0.1,4.7,9.2,0.509,0.504,2.7,4.1,0.656,2.3,4.9,7.2,1.2,0.9,0.3,2.1,3.4,12.1,1926,14.7,0.543,0.014,0.436,9.2,22.4,15.5,6.5,1.6,0.6,15.6,20.6,1.3,1.6,2.9,0.073,-1,-0.8,-1.9,0.1,0,0,0,0.5
1982,M.L. Carr,SF,31,BOS,56,27,23.1,3.3,7.3,0.45,0.1,0.3,0.294,3.2,7,0.457,0.456,1.5,2.1,0.707,1,1.7,2.7,2.3,1.2,0.4,1.1,2.4,8.1,1296,11.9,0.495,0.042,0.284,4.9,7.8,6.4,12.6,2.4,0.9,12,16.2,1,1.8,2.8,0.103,-1.2,1.8,0.5,0.8,0,6.38,6.35,0.768
1982,Joe Barry Carroll,C,23,GSW,76,75,34.6,6.9,13.4,0.519,0,0,0,6.9,13.4,0.519,0.519,3.1,4.3,0.728,2.8,5.6,8.3,0.8,0.8,1.7,2.7,3.5,17,2627,15.9,0.557,0.001,0.318,8.6,17.9,13.1,3.4,1.2,2.7,15.1,20.9,2.6,2.9,5.5,0.1,-0.4,-0.4,-0.8,0.8,0,1.04,0.8,0.549
1982,Butch Carter,SG,23,IND,75,0,13.8,2.5,5.4,0.468,0.1,0.3,0.32,2.4,5,0.477,0.478,0.8,0.9,0.829,0.4,0.7,1.1,0.8,0.5,0.1,0.7,1.5,5.9,1035,11.1,0.511,0.062,0.174,3.1,5.3,4.1,8.8,1.6,0.6,11.1,19.6,0.3,0.9,1.3,0.059,-2.3,-0.3,-2.6,-0.2,0,-1.87,-1.49,0.427
1982,Reggie Carter,SG,24,NYK,75,1,12.3,1.6,3.7,0.425,0,0,,1.6,3.7,0.425,0.425,0.9,1.1,0.8,0.5,0.8,1.3,1.7,0.5,0.1,1,1.7,4,923,9.4,0.479,0,0.286,4.3,7.6,5.9,18.5,1.9,0.4,19.8,17.6,-0.3,0.6,0.3,0.016,-3.1,-0.4,-3.5,-0.3,0,-2.67,-2.15,0.402
1982,Bill Cartwright,C,24,NYK,72,50,28.6,5.4,9.6,0.562,0,0,,5.4,9.6,0.562,0.562,3.6,4.7,0.763,1.6,4.2,5.8,1.2,0.7,0.9,2.3,2.9,14.4,2060,16.3,0.616,0,0.486,6.3,17.3,11.7,6,1.1,1.8,16.5,20.2,3.2,1.8,5,0.116,0.4,-0.4,0,1.1,0,-2.67,-2.15,0.402
1982,Harvey Catchings,PF,30,MIL,80,9,20,1.2,2.8,0.42,0,0,,1.2,2.8,0.42,0.42,0.5,0.9,0.594,1.6,2.8,4.5,1.2,0.5,1.7,1.2,3,2.9,1603,8.1,0.45,0,0.308,9.6,15.6,12.7,7.2,1.3,4.8,27,8.9,-0.6,3,2.3,0.07,-3.2,2.8,-0.4,0.6,0,5.48,5.38,0.671
1982,Bobby Cattage,PF,23,UTA,49,0,6.9,1.2,2.8,0.444,0,0,0,1.2,2.7,0.451,0.444,0.6,0.8,0.732,0.4,1,1.5,0.1,0.1,0,0.4,1.2,3.1,337,10.5,0.49,0.015,0.304,6.9,16.6,11.6,2.8,1,0,10.5,20.3,0.1,0.1,0.2,0.028,-3.8,-2.4,-6.2,-0.4,0,-5.66,-5.63,0.305
1982,Tom Chambers,PF,22,SDC,81,58,33.1,6.8,13,0.525,0,0,0,6.8,13,0.526,0.525,3.5,5.7,0.62,2.6,4.3,6.9,1.8,0.7,0.6,2.7,4.2,17.2,2682,15,0.553,0.002,0.434,9.1,16,12.5,7.9,1,1,14.9,22.4,2.9,0.4,3.3,0.059,-0.2,-2,-2.2,-0.1,0,-7.39,-7.05,0.207
1982,Maurice Cheeks,PG,25,PHI,79,79,31.6,4.5,8.6,0.521,0.1,0.3,0.273,4.4,8.3,0.529,0.525,2.2,2.8,0.777,0.6,2.5,3.1,8.4,2.6,0.4,2.3,3.1,11.2,2498,18.3,0.57,0.033,0.325,2.4,8.5,5.6,34.7,4,0.8,19.2,16,4.6,4,8.6,0.166,1.8,2.4,4.2,3.9,0,5.73,5.74,0.707
1982,Jim Chones,C,32,WSB,59,13,14.7,1.3,2.9,0.433,0,0,,1.3,2.9,0.433,0.433,0.6,0.8,0.783,0.7,2.5,3.1,1.1,0.3,0.5,0.7,1.9,3.1,867,8.6,0.481,0,0.269,5,18.1,11.7,9.6,0.8,2.1,17.7,11.2,0,1.4,1.4,0.076,-3.1,2.2,-0.9,0.2,0,0.88,1.06,0.524
1982,Don Collins,SG,23,WSB,79,18,20.4,4.2,8.3,0.511,0,0.2,0.083,4.2,8.1,0.52,0.512,1.5,2.1,0.716,1.3,1.2,2.5,1.9,1.1,0.3,1.7,2.5,10,1609,15.1,0.543,0.018,0.259,7,6.3,6.7,14.2,2.7,0.8,15.7,22.4,0.9,2.5,3.4,0.101,-0.3,1.6,1.3,1.3,0,0.88,1.06,0.524
1982,Darwin Cook,PG,23,NJN,82,17,25.5,4.7,9.8,0.482,0.1,0.4,0.226,4.6,9.4,0.492,0.486,1.4,2,0.728,0.6,1.3,1.9,3.9,1.8,0.3,2.1,2.4,11,2090,13.7,0.514,0.039,0.202,2.8,5.6,4.2,21.8,3.3,0.7,16.7,20,0.7,3.2,3.9,0.089,-0.9,1.6,0.7,1.4,0,0.68,0.87,0.537
1982,Jeff Cook,PF,25,PHO,76,22,17.1,2,4.7,0.422,0,0,0,2,4.7,0.424,0.422,1.2,1.8,0.664,1.5,2.5,4,1.3,0.5,0.3,1.1,2.3,5.1,1298,10.2,0.469,0.006,0.374,9.8,15.7,12.8,10,1.4,1,16.1,15.8,0,2,2,0.073,-2.7,0.2,-2.5,-0.2,0,3.45,3.05,0.561
1982,Joe Cooper,C,24,NJN,1,0,11,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,1,1,2,0,0,0,1,2,2,11,1.3,0.5,0,0,10.2,10.4,10.3,0,0,0,33.3,10.9,0,0,0,-0.026,-4.6,-0.2,-4.8,0,0,0.68,0.87,0.537
1982,Michael Cooper,SG,25,LAL,76,14,28.9,5,9.8,0.517,0,0.2,0.118,5,9.5,0.526,0.518,1.8,2.3,0.813,1.1,2.4,3.5,3,1.6,0.8,2,2.8,11.9,2197,14.3,0.556,0.023,0.231,4.3,8.8,6.7,12.9,2.5,1.5,15.6,17.5,2.4,2.6,5,0.109,-0.3,1.2,0.9,1.6,0.004,4.87,4.37,0.695
1982,Wayne Cooper,C,25,DAL,76,38,23.9,3.7,8.8,0.42,0,0.1,0.125,3.7,8.7,0.424,0.421,1.6,2.1,0.744,2.6,4.6,7.2,1.5,0.5,1.4,1.2,3.8,9,1818,13.8,0.461,0.012,0.239,12.1,22.8,17.3,9,1,3.4,10.6,18.7,0.9,1.9,2.9,0.076,-1.8,-0.2,-2,0,0,-4.43,-4.48,0.341
1982,Hollis Copeland,SF,26,NYK,18,0,6.6,0.9,2.1,0.421,0,0,,0.9,2.1,0.421,0.421,0.3,0.3,0.833,0.2,0.1,0.3,0.5,0.2,0.1,0.2,1.1,2.1,118,7.5,0.455,0,0.158,2.9,2,2.4,10.1,1.6,1,9,15.6,0,0.1,0.1,0.029,-3.8,-0.1,-4,-0.1,0,-2.67,-2.15,0.402
1982,Dave Corzine,C,25,SAS,82,21,26.7,4.1,7.9,0.519,0,0,0.25,4.1,7.9,0.52,0.519,1.9,2.6,0.746,2.6,5.1,7.7,1.6,0.4,1.5,1.7,2.9,10.1,2189,14.9,0.561,0.006,0.329,10.3,20.5,15.4,7.6,0.7,3.2,15.8,16,2.6,2.5,5.2,0.113,-0.1,0.2,0.1,1.1,0,2.3,1.79,0.585
1982,Charlie Criss,PG,33,TOT,55,20,25.3,4,9.1,0.446,0.2,0.5,0.345,3.9,8.5,0.452,0.456,2.6,2.9,0.887,0.2,1.3,1.5,3.4,0.8,0.1,1.5,1.7,10.8,1392,13.3,0.524,0.058,0.319,1.1,5.9,3.4,19.2,1.5,0.3,12.6,19.5,1.6,0.4,2.1,0.072,-0.2,-1.1,-1.3,0.2,0,0,0,0.5
1982,Geoff Crompton,C,26,MIL,35,1,5.8,0.3,0.9,0.344,0,0,,0.3,0.9,0.344,0.344,0.2,0.4,0.4,0.3,0.9,1.2,0.4,0.2,0.3,0.5,1.1,0.8,203,3.6,0.363,0,0.469,5.9,16.9,11.6,7.6,1.4,3.4,30.6,11.3,-0.4,0.4,0,-0.011,-5.8,1.5,-4.3,-0.1,0,5.48,5.38,0.671
1982,Pat Cummings,PF,25,MIL,78,7,14.5,2.8,5.5,0.509,0,0,0,2.8,5.5,0.512,0.509,0.9,1.2,0.736,0.8,2.4,3.1,1.3,0.3,0.1,1.4,2.9,6.5,1132,11.1,0.537,0.005,0.212,6.4,17.9,12.4,12.5,0.9,0.5,18.7,21,0.1,1.7,1.8,0.078,-3.5,-0.1,-3.6,-0.5,0,5.48,5.38,0.671
1982,Earl Cureton,PF,24,PHI,66,8,14.5,2.3,4.6,0.487,0,0,0,2.3,4.6,0.49,0.487,0.8,1.4,0.543,1.4,2.7,4.1,0.5,0.5,0.4,0.7,2.2,5.3,956,12.8,0.502,0.007,0.307,11.1,20.3,15.9,4.4,1.5,1.6,11.2,17,0.6,1.5,2.1,0.103,-2.1,-0.5,-2.6,-0.1,0,5.73,5.74,0.707
1982,Bob Dandridge,SF,34,MIL,11,0,15.8,1.9,5,0.382,0,0,,1.9,5,0.382,0.382,0.9,1.5,0.588,0.4,1.2,1.5,1.2,0.5,0.2,1,2.3,4.7,174,5.2,0.416,0,0.309,2.7,8.3,5.6,9.7,1.4,0.7,15,17.4,-0.2,0.2,0,0.003,-4.5,-0.3,-4.8,-0.2,0,5.48,5.38,0.671
1982,Adrian Dantley,SF,26,UTA,81,81,39.8,11.2,19.6,0.57,0,0,0.333,11.1,19.5,0.57,0.57,8,10.1,0.792,2.9,3.5,6.3,4,1.2,0.2,3.7,3.1,30.3,3222,24.2,0.631,0.002,0.516,7.6,9.6,8.6,15.5,1.4,0.2,13.3,27.9,11.9,0.7,12.6,0.187,5.8,-1.7,4.1,5,0.01,-5.66,-5.63,0.305
1982,Brad Davis,PG,26,DAL,82,82,31.9,4.8,9.4,0.515,0.2,0.6,0.286,4.7,8.8,0.53,0.524,2.3,2.8,0.804,0.4,2.3,2.8,6.2,0.9,0.1,1.9,2.7,12.1,2614,14.5,0.569,0.064,0.298,1.5,8.6,4.9,27.5,1.4,0.1,15.4,16.2,4.4,1,5.4,0.1,0.6,-0.8,-0.2,1.2,0,-4.43,-4.48,0.341
1982,Charles Davis,SF,23,WSB,54,10,10.6,1.6,3.4,0.478,0,0,0,1.6,3.4,0.484,0.478,0.6,0.7,0.811,1,1.5,2.5,0.6,0.2,0.2,0.8,1.6,3.8,575,10.7,0.514,0.011,0.201,10.5,14.8,12.6,7.7,0.8,1.3,17.7,17.7,0,0.8,0.9,0.072,-2.9,0.3,-2.6,-0.1,0,0.88,1.06,0.524
1982,Johnny Davis,SG,26,IND,82,70,32.5,6.6,14.1,0.467,0.1,0.3,0.185,6.5,13.7,0.473,0.469,3.8,4.8,0.799,0.9,1.3,2.2,4.2,0.9,0.1,2.3,2.1,17,2664,15.2,0.526,0.023,0.342,2.9,4.4,3.6,20.4,1.4,0.2,12.3,23.7,3,2.1,5.1,0.091,0.6,-1.1,-0.6,1,0,-1.87,-1.49,0.427
1982,Ron Davis,SF,27,SDC,7,0,9.6,1.4,3.6,0.4,0,0,,1.4,3.6,0.4,0.4,0.4,0.9,0.5,1,0.9,1.9,0.6,0,0,0.7,1.1,3.3,67,6.6,0.416,0,0.24,12.1,11,11.6,8,0,0,15.3,19.8,-0.1,0,-0.1,-0.066,-3.6,-1.5,-5.2,-0.1,0,-7.39,-7.05,0.207
1982,Walter Davis,SF,27,PHO,55,12,21.5,6.4,12.2,0.523,0.1,0.3,0.188,6.3,11.9,0.531,0.525,1.7,2,0.82,0.4,1.5,1.9,2.9,0.8,0.1,2,1.9,14.4,1182,18.3,0.553,0.024,0.166,2,7.5,4.8,23.3,1.9,0.1,13.5,29,1.2,1.4,2.7,0.109,1.4,-0.6,0.8,0.8,0,3.45,3.05,0.561
1982,Darryl Dawkins,C,25,PHI,48,36,23.4,4.3,7.6,0.564,0,0,0,4.3,7.6,0.567,0.564,2.4,3.4,0.695,1.4,4.9,6.4,1.1,0.4,1.1,2,4,11,1124,15,0.601,0.005,0.447,7.1,22.8,15.3,6.7,0.8,2.8,17.9,19.8,1.1,1.8,2.9,0.122,-2,0.4,-1.6,0.1,0,5.73,5.74,0.707
1982,Larry Demic,PF,24,NYK,48,0,7.4,0.8,1.7,0.47,0,0,0,0.8,1.7,0.476,0.47,0.3,0.8,0.359,0.6,1,1.6,0.3,0.1,0.1,0.5,1.4,1.9,356,5.7,0.459,0.012,0.47,9.1,16.4,12.7,5,0.5,1,20.6,14.6,-0.4,0.2,-0.1,-0.017,-5.3,-1.2,-6.5,-0.4,0,-2.67,-2.15,0.402
1982,Kenny Dennard,PF,23,KCK,30,3,20.2,2.1,4,0.512,0,0,,2.1,4,0.512,0.512,0.9,1.3,0.65,1.6,2.9,4.4,1.4,1.2,0.3,1.2,2.7,5,607,11.1,0.541,0,0.331,8.5,16.3,12.3,8.6,2.7,0.8,20.2,11.7,0.3,0.8,1.1,0.084,-1.6,1.6,0,0.3,0,-3.1,-3.25,0.366
1982,Coby Dietrick,C,33,CHI,74,0,13.5,1.2,2.7,0.46,0,0,0,1.2,2.7,0.462,0.46,0.5,0.7,0.704,0.9,1.7,2.5,1.2,0.7,0.4,0.6,1.8,3,999,10.8,0.496,0.005,0.27,7.5,13.6,10.7,11.5,2.4,1.7,16.4,11.2,0.5,1.1,1.7,0.08,-1.3,2,0.7,0.7,0,-2.02,-1.57,0.415
1982,Mickey Dillard,PG,23,CLE,33,0,6.7,0.9,2.4,0.367,0,0.1,0,0.9,2.3,0.387,0.367,0.5,0.7,0.652,0.2,0.3,0.5,1,0.2,0.1,0.5,1.2,2.2,221,7,0.41,0.051,0.291,2.9,4.9,3.8,21.1,1.8,0.5,16,19.8,-0.3,0,-0.2,-0.051,-4.9,-0.9,-5.8,-0.3,0,-8.51,-7.77,0.183
